Annotated Answer,Final_Output,Original_Query,Quality_of_Answer,Query Type,Total_Cost,Total_Energy,Total_Latency,assignment,category,cost,energy,iteration,latency,plan,qoa,query_type,run_time_seconds,source_file,step_logs,struct_id,New_QoA_Score,Feasibility
Anna Wardley,"Steve Redgrave

Output:",Who became the first person to complete a solo swim around Portsea Island recognized by the British Long Distance Swimming Association?,0.1643959134817123,Sports,3e-06,4.2,5.599986,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: Who became the first person to complete a solo swim around Portsea Island recognized by the British Long Distance Swimming Association?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Steve Redgrave\n\nOutput:"", ""output"": ""Steve Redgrave\n\nOutput:"", ""input_tokens"": 36, ""output_tokens"": 6}]",0,0.16439588367938995,Feasible
2005,"2011

Output:",On what year was the JK Tyre Rotax Max Karting Championship launched in India?,0.4508922696113586,Sports,2.56e-06,3.6,4.799988,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: On what year was the JK Tyre Rotax Max Karting Championship launched in India?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""2011\n\nOutput:"", ""output"": ""2011\n\nOutput:"", ""input_tokens"": 31, ""output_tokens"": 5}]",0,0.4508923590183258,Feasible
Colorado 1 - 0 Boston,"The score at the end of the third inning of Game 2 of the 2007 World Series was 1-0, with the Colorado Rockies leading over the Boston Red Sox.",What was the score of Game 2 of the '07 World Series in the third inning?,0.6455612182617188,Sports,7.1e-06,6.9,9.199977,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: What was the score of Game 2 of the '07 World Series in the third inning?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""The score at the end of the third inning of Game 2 of the 2007 World Series was 1-0, with the Colorado Rockies leading over the Boston Red Sox."", ""output"": ""The score at the end of the third inning of Game 2 of the 2007 World Series was 1-0, with the Colorado Rockies leading over the Boston Red Sox."", ""input_tokens"": 32, ""output_tokens"": 37}]",0,0.6455613374710083,Feasible
Arsenal and Manchester United,Tottenham Hotspur and Arsenal.,Who were the two teams that qualified for the Europa League group stage via Premier League standings at the end of the 2021-2022 season?,0.8323203921318054,Sports,3.7e-06,5.1,6.799983000000001,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: Who were the two teams that qualified for the Europa League group stage via Premier League standings at the end of the 2021-2022 season?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Tottenham Hotspur and Arsenal."", ""output"": ""Tottenham Hotspur and Arsenal."", ""input_tokens"": 43, ""output_tokens"": 8}]",0,0.8323203325271606,Feasible
Sabre,"Epee

Output: Epee",Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,0.1470343023538589,Sports,2.84e-06,3.8,5.066654,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Epee\n\nOutput: Epee"", ""output"": ""Epee\n\nOutput: Epee"", ""input_tokens"": 31, ""output_tokens"": 7}]",0,0.14703433215618134,Feasible
10 years 3 months,"Coco Gauff was born on March 13, 2004.","At what age in years and months did the American professional tennis player Coco Gauff win the title of ""USTA Clay Court National 12-and-under""?",0.1735195815563202,Sports,4.74e-06,5.9,7.866647,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: At what age in years and months did the American professional tennis player Coco Gauff win the title of \""USTA Clay Court National 12-and-under\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Coco Gauff was born on March 13, 2004. She won the USTA Clay Court National 12-and-under title in April 2016. Therefore, she was 11 years and about one month old when she won the title. \n\nOutput:  \n11 years and 1 month"", ""output"": ""Coco Gauff was born on March 13, 2004."", ""input_tokens"": 44, ""output_tokens"": 15}]",0,0.1735195517539978,Feasible
5 February 2011,"October 4, 2022

(Note: The specific date for this event might vary as my knowledge was last updated in October 2023 and I don't have access to live data or specific events post that.","What month, day, and year did Southeastern Louisiana University retire Robin Roberts' jersey?",0.545153796672821,Sports,8.02e-06,7.5,9.999975,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: What month, day, and year did Southeastern Louisiana University retire Robin Roberts' jersey?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""October 4, 2022\n\n(Note: The specific date for this event might vary as my knowledge was last updated in October 2023 and I don't have access to live data or specific events post that.)"", ""output"": ""October 4, 2022\n\n(Note: The specific date for this event might vary as my knowledge was last updated in October 2023 and I don't have access to live data or specific events post that."", ""input_tokens"": 31, ""output_tokens"": 44}]",0,0.5451538562774658,Feasible
"The stadion, and the double race (Diaulos).",Phanes of Pellene won the stadion and the wrestling event in addition to the hoplitodromos at the Olympics of 521 BCE.,"What two other events did Phanas of Pellene manage to win in the Olympics of 521 BCE, besides the race in armor, also known as the hoplitodromos?",0.4243513941764831,Sports,7.2000000000000005e-06,8.0,10.66664,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: What two other events did Phanas of Pellene manage to win in the Olympics of 521 BCE, besides the race in armor, also known as the hoplitodromos?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Phanes of Pellene won the stadion and the wrestling event in addition to the hoplitodromos at the Olympics of 521 BCE."", ""output"": ""Phanes of Pellene won the stadion and the wrestling event in addition to the hoplitodromos at the Olympics of 521 BCE."", ""input_tokens"": 50, ""output_tokens"": 30}]",0,0.4243515133857727,Feasible
Monthey,Fribourg Olympic won the 2016–17 Championnat LNA season.,Which team won the 2016–17 Championnat LNA season (86th season of the top-tier basketball league in Switzerland)?,0.1633511036634445,Sports,4.78e-06,5.7,7.599981,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: Which team won the 2016\u201317 Championnat LNA season (86th season of the top-tier basketball league in Switzerland)?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Fribourg Olympic won the 2016\u201317 Championnat LNA season."", ""output"": ""Fribourg Olympic won the 2016\u201317 Championnat LNA season."", ""input_tokens"": 40, ""output_tokens"": 17}]",0,0.16335119307041168,Feasible
52nd minute,"Rober Pier received a yellow card at 81:30 during the La Liga match between Levante and Real Sociedad on May 6, 2022.","Within plus or minus one minute, when did Rober Pier receive a yellow card in the La Liga match between Levante and Real Sociedad on May 6, 2022?",0.2114009261131286,Sports,7.62e-06,8.3,11.066639000000002,"(2,)",results_sports,9.468e-06,14.3,1,19.066619,"[([0], ['phi4:14b'])]",0.3231358990073203,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""phi4:14b"", ""prompt"": ""Question: Within plus or minus one minute, when did Rober Pier receive a yellow card in the La Liga match between Levante and Real Sociedad on May 6, 2022?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Rober Pier received a yellow card at 81:30 during the La Liga match between Levante and Real Sociedad on May 6, 2022."", ""output"": ""Rober Pier received a yellow card at 81:30 during the La Liga match between Levante and Real Sociedad on May 6, 2022."", ""input_tokens"": 50, ""output_tokens"": 33}]",0,0.21140098571777344,Feasible
March 2018,June 2014,In what month and year did Billy Miller earn a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor?,0.6297848224639893,TV shows,4.33e-06,3.754485,2.696175,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: In what month and year did Billy Miller earn a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""June 2014"", ""output"": ""June 2014"", ""input_tokens"": 41, ""output_tokens"": 4}]",0,0.6297848224639893,Feasible
"February 15, 1956","December 6, 1991","What day, month, and year did the episode of Disneyland, ""Our Unsung Villains,"" premiere?",0.4167356491088867,TV shows,4.27e-06,3.504186,2.51643,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What day, month, and year did the episode of Disneyland, \""Our Unsung Villains,\"" premiere?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""December 6, 1991"", ""output"": ""December 6, 1991"", ""input_tokens"": 35, ""output_tokens"": 7}]",0,0.41673576831817627,Feasible
"Season 2 Episode 3: ""Ike's Wee Wee""","Season 14, Episode 8 (""201"")",In which season and episode of South Park does Stan ask why dogs have cold noses?,0.4854374229907989,TV shows,4.3e-06,3.33732,2.3966000000000003,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: In which season and episode of South Park does Stan ask why dogs have cold noses?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Season 14, Episode 8 (\""201\"")"", ""output"": ""Season 14, Episode 8 (\""201\"")"", ""input_tokens"": 30, ""output_tokens"": 10}]",0,0.48543739318847656,Feasible
John Wadsworth.,Tommy Lee Royce.,"Who murdered Vicky Fleming in the British drama series ""Happy Valley""?",0.3867806792259216,TV shows,3.39e-06,2.753289,1.9771950000000005,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who murdered Vicky Fleming in the British drama series \""Happy Valley\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Tommy Lee Royce."", ""output"": ""Tommy Lee Royce."", ""input_tokens"": 27, ""output_tokens"": 6}]",0,0.3867807388305664,Feasible
2,Five,How many Targaryen kings had sat on the throne before Maegor the Cruel?,0.5544723272323608,TV shows,3.13e-06,2.8367219999999995,2.03711,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: How many Targaryen kings had sat on the throne before Maegor the Cruel?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Five"", ""output"": ""Five"", ""input_tokens"": 33, ""output_tokens"": 1}]",0,0.5544724464416504,Feasible
Allison Perkins,Viki Lord,"Which character narrated the last episode of the ""One Life to Live"" series that aired on January 13, 2012?",0.0119235776364803,TV shows,4.08e-06,3.587619,2.5763450000000003,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Which character narrated the last episode of the \""One Life to Live\"" series that aired on January 13, 2012?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Viki Lord"", ""output"": ""Viki Lord"", ""input_tokens"": 40, ""output_tokens"": 3}]",0,0.01192355528473854,Feasible
"Season 5, Episode 15, ""Good Cop, Bad Cop""","Season 6, Episode 13 (""Home for the Holidays"")","What season and episode did Shai appear on the TV show ""Family Matters""?",0.4128056764602661,TV shows,4.69e-06,3.504186,2.51643,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What season and episode did Shai appear on the TV show \""Family Matters\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Season 6, Episode 13 (\""Home for the Holidays\"")"", ""output"": ""Season 6, Episode 13 (\""Home for the Holidays\"")"", ""input_tokens"": 29, ""output_tokens"": 13}]",0,0.41280561685562134,Feasible
Jenna,"Nadja’s human familiar, Jenna.",Who does Beanie Feldstein play in What We Do in the Shadows?,1.0,TV shows,3.96e-06,3.087021,2.216855,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who does Beanie Feldstein play in What We Do in the Shadows?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Nadja\u2019s human familiar, Jenna."", ""output"": ""Nadja\u2019s human familiar, Jenna."", ""input_tokens"": 28, ""output_tokens"": 9}]",0,0.6706348657608032,Feasible
Dida Ritz,Kenya Michaels,Who did Latrice Royale lip-sync against on Episode 9 of Season 4 of RPDR?,0.237763300538063,TV shows,3.45e-06,3.003588,2.15694,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who did Latrice Royale lip-sync against on Episode 9 of Season 4 of RPDR?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Kenya Michaels"", ""output"": ""Kenya Michaels"", ""input_tokens"": 33, ""output_tokens"": 3}]",0,0.23776336014270782,Feasible
Mark's wife.,Helly R.,What is the secret identity of Ms. Casey in Season 1 of Severance?,0.0490962862968444,TV shows,3.34e-06,2.8367219999999995,2.03711,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the secret identity of Ms. Casey in Season 1 of Severance?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Helly R."", ""output"": ""Helly R."", ""input_tokens"": 30, ""output_tokens"": 4}]",0,0.04909635707736015,Feasible
March 2018,Billy Miller earned a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor in April 2019.,In what month and year did Billy Miller earn a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor?,0.0421154126524925,TV shows,8.939999999999999e-06,4.551784,6.517936000000001,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: In what month and year did Billy Miller earn a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Billy Miller earned a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor in April 2019."", ""output"": ""Billy Miller earned a Daytime Emmy nomination for his portrayal of Jason Morgan in the category of Outstanding Lead Actor in April 2019."", ""input_tokens"": 41, ""output_tokens"": 27}]",0,0.042115408927202225,Feasible
"February 15, 1956","The episode of Disney+ titled ""Our Unsung Villains"" from the series ""Disneyland"" premiered on August 12, 2022.","What day, month, and year did the episode of Disneyland, ""Our Unsung Villains,"" premiere?",0.1943150609731674,TV shows,9.3e-06,4.35097,6.23038,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What day, month, and year did the episode of Disneyland, \""Our Unsung Villains,\"" premiere?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""The episode of Disney+ titled \""Our Unsung Villains\"" from the series \""Disneyland\"" premiered on August 12, 2022."", ""output"": ""The episode of Disney+ titled \""Our Unsung Villains\"" from the series \""Disneyland\"" premiered on August 12, 2022."", ""input_tokens"": 35, ""output_tokens"": 30}]",0,0.1943150907754898,Feasible
"Season 2 Episode 3: ""Ike's Wee Wee""","Stan asks why dogs have cold noses in Season 12, Episode 7 of South Park, titled ""Marjorine"".",In which season and episode of South Park does Stan ask why dogs have cold noses?,0.3126677274703979,TV shows,8.04e-06,3.748528,5.367712000000001,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: In which season and episode of South Park does Stan ask why dogs have cold noses?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Stan asks why dogs have cold noses in Season 12, Episode 7 of South Park, titled \""Marjorine\""."", ""output"": ""Stan asks why dogs have cold noses in Season 12, Episode 7 of South Park, titled \""Marjorine\""."", ""input_tokens"": 30, ""output_tokens"": 26}]",0,0.31266769766807556,Feasible
John Wadsworth.,"Stacey Cowell murdered Vicky Fleming in the British drama series ""Happy Valley"".","Who murdered Vicky Fleming in the British drama series ""Happy Valley""?",0.1295089125633239,TV shows,5.7e-06,2.945272,4.217488,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Who murdered Vicky Fleming in the British drama series \""Happy Valley\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Stacey Cowell murdered Vicky Fleming in the British drama series \""Happy Valley\""."", ""output"": ""Stacey Cowell murdered Vicky Fleming in the British drama series \""Happy Valley\""."", ""input_tokens"": 27, ""output_tokens"": 17}]",0,0.12950897216796875,Feasible
2,13,How many Targaryen kings had sat on the throne before Maegor the Cruel?,0.500098705291748,TV shows,2.2199999999999995e-06,2.275892,3.258968,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: How many Targaryen kings had sat on the throne before Maegor the Cruel?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""13"", ""output"": ""13"", ""input_tokens"": 33, ""output_tokens"": 1}]",0,0.5000988245010376,Feasible
Allison Perkins,"The final episode of ""One Life to Live"" that aired on January 13, 2012, did not feature a specific character as narrator.","Which character narrated the last episode of the ""One Life to Live"" series that aired on January 13, 2012?",0.0807758495211601,TV shows,9.6e-06,4.68566,6.70964,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Which character narrated the last episode of the \""One Life to Live\"" series that aired on January 13, 2012?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""The final episode of \""One Life to Live\"" that aired on January 13, 2012, did not feature a specific character as narrator. The series concluded with a traditional episode format without an overarching narrative voice or single narrator for the finale."", ""output"": ""The final episode of \""One Life to Live\"" that aired on January 13, 2012, did not feature a specific character as narrator."", ""input_tokens"": 40, ""output_tokens"": 30}]",0,0.08077584207057953,Feasible
"Season 5, Episode 15, ""Good Cop, Bad Cop""","Shai appeared in Season 7, Episode 15 of the TV show ""Family Matters"".","What season and episode did Shai appear on the TV show ""Family Matters""?",0.4044632315635681,TV shows,6.299999999999999e-06,3.213024,4.6008960000000005,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What season and episode did Shai appear on the TV show \""Family Matters\""?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Shai appeared in Season 7, Episode 15 of the TV show \""Family Matters\"". The episode is titled \""The Wedding from Hell, Part 2.\"""", ""output"": ""Shai appeared in Season 7, Episode 15 of the TV show \""Family Matters\""."", ""input_tokens"": 29, ""output_tokens"": 19}]",0,0.4044632911682129,Feasible
Jenna,"Beanie Feldstein does not appear in the movie ""What We Do in the Shadows.",Who does Beanie Feldstein play in What We Do in the Shadows?,0.1729677021503448,TV shows,5.999999999999999e-06,3.079148,4.409192,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Who does Beanie Feldstein play in What We Do in the Shadows?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Beanie Feldstein does not appear in the movie \""What We Do in the Shadows.\"" She has roles in various other films and television shows but is not part of the cast for \""What We Do in the Shadows.\"""", ""output"": ""Beanie Feldstein does not appear in the movie \""What We Do in the Shadows."", ""input_tokens"": 28, ""output_tokens"": 18}]",0,0.17296773195266724,Feasible
Dida Ritz,"In Episode 9 of Season 4 of RuPaul's Drag Race, Latrice Royale lip-synced against Sharon Needles.",Who did Latrice Royale lip-sync against on Episode 9 of Season 4 of RPDR?,0.1390709280967712,TV shows,8.22e-06,3.949342,5.655268,"(3,)",results_tv_shows,8.22e-06,8.487738400000001,1,12.154033600000002,"[([0], ['qwen2.5:14b'])]",0.6060403883457184,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb1p22em05_lb19.47_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Who did Latrice Royale lip-sync against on Episode 9 of Season 4 of RPDR?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""In Episode 9 of Season 4 of RuPaul's Drag Race, Latrice Royale lip-synced against Sharon Needles."", ""output"": ""In Episode 9 of Season 4 of RuPaul's Drag Race, Latrice Royale lip-synced against Sharon Needles."", ""input_tokens"": 33, ""output_tokens"": 26}]",0,0.13907088339328766,Feasible
